ID,ID_CLUSTER,QUESTION,ANSWER,CONTEXT,CONTEXT_CLUSTER,SCORE
201.73.3,73.0,Are historical films popular in your country? Why?,"Yes, historical films are quite popular in Vietnam, especially among older audiences. They appeal to people because they help younger generations understand the country’s difficult past, particularly events related to the wars and national heroes. Films like Em Bé Hà Nội or movies about King Quang Trung are well-received because they create a sense of national pride. However, younger viewers sometimes find them a bit slow or too educational. I think historical films remain popular because they serve both as entertainment and as a way to preserve cultural memory and patriotism.",Films and Actors,3.0,8.0
202.73.3,73.0,Do you think films with famous actors or actresses are more likely to become successful films?,"To some extent, yes, but it’s not a guarantee. Famous actors and actresses can attract bigger audiences and generate more publicity, which definitely helps a film’s commercial success. People are often curious to see their favourite stars perform. However, if the story is weak or the directing is poor, even big names cannot save the movie. Many Hollywood blockbusters with superstar casts have still flopped. In Vietnam, some films with popular actors have done well at the box office even with average scripts. I reckon a strong story is still more important than star power in the long run.",Films and Actors,3.0,8.0
203.73.3,73.0,Why are Japanese animated films so popular?,"Japanese animated films (anime) are extremely popular worldwide, including in Vietnam, for several reasons. First, they often have very creative and imaginative storylines that appeal to both children and adults. Many anime films explore deep themes like friendship, courage, love, and personal growth with emotional depth. The animation quality is usually outstanding, with beautiful visuals and attention to detail. Moreover, Studio Ghibli films like Spirited Away or Your Name have universal appeal that crosses cultural boundaries. I think their ability to combine fantastic worlds with realistic human emotions is what makes them so beloved globally.",Films and Actors,3.0,8.0
204.73.3,73.0,Should the director pay a lot of money to famous actors?,"Well, it depends on the budget and the type of film. For big commercial movies, hiring famous actors can be worth the high cost because their names help attract investors and large audiences, increasing the chances of box office success. However, for smaller or artistic films, spending too much on big stars might not be wise as it could limit the budget for other important elements like script development or cinematography. Many great films have succeeded with unknown actors because of strong storytelling. I believe directors should focus more on choosing the right actor for the role rather than just paying for fame.",Films and Actors,3.0,8.0
205.74.3,74.0,When would parents feel proud of their children?,"Well, parents usually feel most proud when their children achieve something that reflects hard work, good character, or personal growth. This could be academic success like getting high exam scores or winning a scholarship, but also non-academic achievements such as winning a sports competition, learning a musical instrument, or showing kindness and responsibility. In Vietnam, many parents feel especially proud when their children are well-behaved, respectful to elders, or get into a good university. Even small things like helping with household chores or overcoming personal difficulties can make parents proud. I think parental pride comes most strongly when they see their children becoming responsible, independent, and good human beings.",Proud of My Family,3.0,8.0
206.74.3,74.0,Should parents reward children? Why and how?,"Yes, I believe parents should reward children, but in a thoughtful and balanced way. Rewards encourage positive behaviour and motivate children to keep improving. They help children understand the connection between effort and results. However, rewards should focus more on effort rather than just outcomes. Parents can reward with praise, extra playtime, small gifts, or special family activities rather than always giving money or expensive items. In Vietnam, many parents reward children with food they like or a family trip after exams. I think the key is making rewards meaningful and not turning them into an expectation.",Proud of My Family,3.0,8.0
207.74.3,74.0,Is it good to reward children too often? Why?,"Actually, rewarding children too often can be harmful in the long run. If children receive rewards constantly, they may start expecting them for everything and lose intrinsic motivation, doing things only for the reward rather than for personal satisfaction or responsibility. It can also create a sense of entitlement. Children might become disappointed or demotivated when they don’t receive a reward. On the other hand, occasional and meaningful rewards work much better. I reckon parents should focus more on verbal praise and natural consequences rather than material rewards too frequently.",Proud of My Family,3.0,8.0
208.74.3,74.0,On what occasions would adults be proud of themselves?,"Well, adults often feel proud of themselves during important personal milestones or when they overcome significant challenges. This could be getting a promotion, buying their first house, completing a difficult project, or achieving financial independence. Many feel proud when they help their family, for example, supporting their parents or raising their own children well. In Vietnam, adults also feel a strong sense of pride when they contribute to their community or achieve something that brings honour to their family name. I think self-pride usually comes when people feel they have grown, worked hard, and made meaningful progress in life.",Proud of My Family,3.0,8.0
209.75.3,75.0,"Which form of vehicle is more popular in your country, bikes, cars or motorcycles?","Well, without a doubt, motorcycles are by far the most popular form of vehicle in Vietnam. In cities like Ho Chi Minh City and Hanoi, you can see millions of motorbikes filling the streets every day. They’re affordable, convenient for navigating heavy traffic, and suitable for carrying goods or even a whole family. Cars are becoming more common among the middle class, but they’re still much less popular than motorbikes due to high cost and parking difficulties. Traditional bicycles are still used, especially by students and in rural areas, but their numbers have declined significantly. I think the motorcycle is almost a symbol of daily life in Vietnam because of its practicality in our climate and road conditions.",Bicycle - Motorcycle - Car,3.0,8.5
210.75.3,75.0,Do you think air pollution comes mostly from mobile vehicles?,"Yes, I believe vehicle emissions are one of the major causes of air pollution, especially in big cities. In Vietnam, the huge number of motorbikes and increasing number of private cars release enormous amounts of exhaust fumes every day. In Ho Chi Minh City and Hanoi, traffic congestion makes the problem worse because engines run idle for long periods. While factories and construction sites also contribute, studies show that transportation is responsible for around 60-70% of air pollution in urban areas. I reckon unless we reduce the number of private vehicles and improve public transport, air quality will continue to deteriorate.",Bicycle - Motorcycle - Car,3.0,8.5
211.75.3,75.0,Do you think people need to change the way of transportation drastically to protect the environment?,"To be honest, I think a significant change is necessary, though “drastically” might be too extreme in the short term. People need to shift from private motorbikes and cars to public transportation, electric vehicles, and cycling. The government has already started promoting electric motorbikes and expanding metro systems in major cities. However, such changes require better infrastructure and cultural shifts, which take time. If we continue with the current trend of increasing private vehicles, environmental problems will become unmanageable. I believe gradual but firm changes, through incentives, better public transport, and education, are the most realistic and effective approach.",Bicycle - Motorcycle - Car,3.0,8.5
212.75.3,75.0,How are the transportation systems in urban areas and rural areas different?,"There’s a massive contrast between transportation in urban and rural areas. In big cities, the system is dominated by motorbikes, with growing numbers of cars, taxis, and ride-hailing services like Grab. Traffic is heavy and chaotic, but public transport such as buses and metro lines is gradually improving. In rural areas, transportation is much simpler and slower. People mainly use motorbikes, bicycles, or even walking. Roads are narrower and less developed, and public transport is limited or even non-existent in remote villages. While urban residents struggle with congestion and pollution, rural people face difficulties with poor road quality and limited connectivity. I think bridging this gap is one of Vietnam’s biggest infrastructure challenges.",Bicycle - Motorcycle - Car,3.0,8.5
213.76.3,76.0,How can employers encourage their staff?,"Well, employers can encourage their staff in many effective ways. Firstly, recognising and rewarding good performance, whether through public appreciation, bonuses, or “Employee of the Month” awards, can be very motivating. Providing opportunities for professional development, such as training courses or promotions, also shows that the company values their growth. Creating a positive work environment with good work-life balance and team-building activities helps a lot too. In Vietnam, many young employees especially appreciate flexible working arrangements and clear career paths. I think the most powerful encouragement comes when employees feel respected and that their contributions truly matter.",Encouragement and Persuasion,3.0,8.5
214.76.3,76.0,Should children do everything their parents ask them to do?,"Actually, I don’t think children should do everything their parents ask without question. While children should generally respect and listen to their parents, blind obedience is not healthy. Parents are not always right, and children need to develop their own judgment and critical thinking skills. However, for safety issues or important moral values, children should definitely follow their parents’ guidance. The ideal situation is open communication where children can express their opinions and parents explain the reasons behind their requests. I believe this balance helps children develop independent thinking and grow into responsible adults.",Encouragement and Persuasion,3.0,8.5
215.76.3,76.0,Do you think some people are better than others at persuading?,"Yes, definitely. Some people are naturally more persuasive because they have strong communication skills, emotional intelligence, and the ability to understand other people’s needs. They know when to  appeal to emotions and logic, and how to build trust quickly. Charismatic people who speak confidently and use good body language often persuade others more easily. In contrast, some people struggle to express their ideas clearly or come across as pushy. I think persuasion is partly a natural talent, but it can also be improved through practice and self-awareness.",Encouragement and Persuasion,3.0,8.5
216.76.3,76.0,What kind of encouragement should parents give?,"Parents should give a balanced mix of emotional and practical encouragement. The most important is praising effort rather than results, saying “I’m proud of how hard you studied” instead of only praising high marks. They should also offer emotional support during failures, helping children see setbacks as learning opportunities. Practical encouragement, such as helping with study plans or celebrating small achievements, is also very effective. In Vietnam, many parents tend to push too hard academically, so balanced encouragement that considers the child’s happiness and mental health is crucial. I believe the best encouragement helps children learn from mistakes and builds intrinsic motivation.",Encouragement and Persuasion,3.0,8.5
217.76.3,76.0,How can leaders encourage their employees?,"Leaders can encourage employees by setting a good example and showing genuine care for their well-being. Regular constructive feedback, clear communication of goals, and involving employees in decision-making make them feel valued and respected. Offering fair rewards, both financial and non-financial (such as extra days off or public recognition), works very well. Good leaders also support professional growth by providing mentorship and learning opportunities. In modern workplaces, especially in Vietnam, showing trust by giving employees autonomy at work is becoming increasingly important. I think effective leaders inspire people rather than just manage them.",Encouragement and Persuasion,3.0,8.5
218.77.3,77.0,What kind of things are people happy to pay a high price for?,"Well, people are generally willing to pay a high price for things that offer strong emotional value, quality, or status. For example, many are happy to spend a lot on education, especially overseas studies, because they see it as an investment in their future. Luxury goods like branded watches, cars, or designer handbags are also popular because they show status and success. Experiences such as weddings, honeymoons, or high-end travel are other areas where people don’t mind spending generously. In Vietnam, parents are often willing to pay high fees for good tutoring or international schools for their children. I think people happily pay more when they believe the product or experience will significantly improve their life or image",Money and Shopping,3.0,8.5
219.77.3,77.0, Do you think it is the rich people's responsibility to donate money to people in need?,"Actually, I believe rich people have a moral responsibility to help those in need, but it shouldn’t be seen as an obligation forced upon them. Many wealthy individuals in Vietnam and around the world do donate generously to charities, education, and disaster relief, which can create significant positive impact. However, true responsibility should come from personal compassion rather than social pressure. That said, governments should also play a major role through taxation and welfare systems instead of relying only on private donations. I think while the rich can and should give back to the the community more, genuine charity comes from willingness, not just wealth.",Money and Shopping,3.0,8.5
220.77.3,77.0,Do people buy things they don't need?,"Yes, I think most people buy things they don’t really need from time to time. This is largely driven by advertising, social media influence, and the desire to keep up with trends. In Vietnam, you can see many young people buying the latest smartphones or fashionable clothes even when their current ones are still perfectly fine. Buying things on impulse is very common, especially during sales or when feeling stressed or happy. The convenience of online shopping has made this habit even worse. I reckon in modern consumer society, shopping for emotional satisfaction is the main cause of buying unnecessary things for many people.",Money and Shopping,3.0,8.5
221.77.3,77.0,Do you think it is important to save money? Why?,"Absolutely, saving money is extremely important in today’s uncertain world. It builds a financial safety net for emergencies, such as medical expenses or sudden unemployment. Saving also allows people to achieve bigger goals like buying a house, starting a business, or retiring comfortably. In Vietnam, where many people still support their extended families, having savings gives a sense of security and helps reduce financial stress. Moreover, saving teaches discipline and helps develop good financial habits from a young age. I believe those who save regularly tend to have less financial stress and more freedom in life.",Money and Shopping,3.0,8.5
222.77.3,77.0,What do you think young people spend most of their money on?,"Well, young people nowadays spend most of their money on technology, fashion, and entertainment. Smartphones, laptops, and trendy clothes are major expenses, especially among university students and young workers. They also spend quite a lot on eating out, café hopping, and traveling with friends. In Vietnam, many young people invest in personal development too: English courses, gym memberships, or online skills classes. Social activities and experiences seem to be more important to them than saving for the future. I think this reflects their stage of life, seeking enjoyment and self-expression while they are young and relatively free of heavy responsibilities.",Money and Shopping,3.0,8.5
223.77.3,77.0,Do you often buy more than you expected?,"To be honest, yes, I think most of us, including myself, often end up buying more than we originally planned. This usually happens because of clever marketing, attractive discounts, or simply seeing something nice while shopping. Online shopping makes it even easier to add extra items to the cart. In Vietnam, big sales events like 11.11 or 12.12 are famous for making people spend much more than intended. However, with more experience, many people learn to stick to shopping lists and control their impulses. I reckon it’s a common modern habit that requires conscious effort to overcome.",Money and Shopping,3.0,8.5
224.78.3,78.0,What are the differences between reading a book and visiting a museum?,"Well, reading a book and visiting a museum offer very different kinds of experiences. Reading a book is a personal, imaginative journey. You create images in your mind and can enjoy it anywhere at your own pace. In contrast, visiting a museum is a more sensory and visual experience, where you can see real historical objects, artworks, and artefacts up close. Museums also provide context through displays and explanations, which books cannot fully replicate. However, books allow deeper emotional connection with characters and ideas. I think books stimulate the imagination more, while museums stimulate the senses and offer a stronger feeling of authenticity.",Art and Creativity,3.0,8.5
225.78.3,78.0,How do artworks inspire people?,"Actually, artworks inspire people in many powerful ways. They can evoke strong emotions, joy, sadness, or wonder, that make viewers reflect on their own lives. Some artworks challenge people’s thinking about society, history, or beauty, encouraging new perspectives. For creative individuals, seeing great art often sparks their own ideas and motivation to create. In Vietnam, many young people say they feel inspired after visiting exhibitions of contemporary Vietnamese artists. I believe good artworks have the ability to move people deeply and plant seeds of creativity or change.",Art and Creativity,3.0,8.5
226.78.3,78.0,Do you think galleries and museums should be free of charge?,"Yes, I strongly believe galleries and museums should be free or at least very affordable. Making them free allows more people, especially students and low-income families, to access culture and education. Knowledge and art should not be limited to those who can afford tickets. Many countries that offer free entry to major museums see higher visitor numbers and greater public appreciation of culture. However, the government would need to provide funding to maintain quality and preservation. I think free access to museums is an investment in a more cultured and educated society.",Art and Creativity,3.0,8.5
227.78.3,78.0,Why do some people visit galleries or museums instead of viewing artworks online?,"To be honest, many people still prefer the real experience over digital versions. Seeing an artwork in person allows you to appreciate its actual size, texture, brushstrokes, and colours in a way that screens cannot capture. The atmosphere of a gallery or museum, the lighting, silence, and sense of history, creates a deeper emotional impact. Additionally, visiting in person often feels more meaningful and memorable. While online viewing is convenient, it lacks the soul of the real thing. I reckon many people go to museums specifically for that authentic, irreplaceable feeling.",Art and Creativity,3.0,8.5
228.78.3,78.0,Why do most children draw more often than adults do?,"Well, children draw much more frequently than adults because they are naturally curious and expressive. Drawing is one of the main ways young children communicate their thoughts and feelings before they develop strong language skills. They are also less self-conscious and not worried about whether their drawings are “good” or “bad.” As people grow older, they become more critical of their own abilities and often stop drawing because of fear of judgment or lack of time. In Vietnam, you can see how primary school children love drawing, but many stop completely after entering secondary school. I think it’s a shame that society often discourages this natural form of expression.",Art and Creativity,3.0,8.5
229.78.3,78.0,What is the right age for a child to learn drawing?,"Actually, there isn’t one perfect age! Children can start learning basic drawing as early as 2 or 3 years old. At this stage, it should be purely for fun, focusing on creativity rather than technique. More structured learning with proper techniques can begin around 6 to 8 years old, once they have better hand control and concentration. The most important thing is to keep it enjoyable so children don’t lose interest. In Vietnam, many parents send their children to drawing classes quite early to develop artistic skills and patience. I believe the earlier they start in a playful way, the more likely they are to maintain interest in art later in life.",Art and Creativity,3.0,8.5
230.79.3,79.0,Why are employees reluctant to ask their managers for help?,"Well, many employees hesitate to ask their managers for help because they fear being seen as incompetent or lacking independence. In Vietnam’s workplace culture, where hierarchy and “saving face” are very important, asking for help can sometimes be interpreted as weakness or an inability to handle tasks. Employees also worry that it might negatively affect their performance review or promotion opportunities. Some simply don’t want to bother busy managers or feel they should solve problems themselves. I think this reluctance can actually slow down work progress and create unnecessary stress, but it’s deeply rooted in fear of judgment.",Helping Others,3.0,8.5
231.79.3,79.0,Do you think schools should teach children to do household chores?,"Absolutely, I believe schools should teach children basic household chores as part of life skills education. Many children today, especially in cities, grow up without learning how to cook, clean, or manage simple home tasks because their parents are too busy or overly protective. Schools could include practical sessions on cooking simple meals, doing laundry, or basic home maintenance. This would not only make children more independent but also teach them responsibility and respect for manual work. In Vietnam, where family values are strong, such education would help bridge the gap between school and real life. I reckon it’s an essential part of raising well-rounded individuals.",Helping Others,3.0,8.5
232.79.3,79.0,"Who should people ask for help, colleagues or family members?","To be honest, it depends on the type of help needed. For work-related problems, colleagues or managers are often better because they understand the specific context and company culture. However, for personal or emotional issues, family members are usually more suitable as they offer unconditional support and genuinely care about well-being. In Vietnam, many people still prefer turning to family first for big decisions like career changes or financial difficulties. The ideal approach is probably to combine both: Get professional input from colleagues and emotional support from family. I think having a balance is the healthiest way.",Helping Others,3.0,8.5
233.79.3,79.0,What kind of help do people need when looking for a new job?,"When looking for a new job, people usually need several types of help. The most common is career advice: help with writing CVs, preparing for interviews, and choosing the right industry. Many also need to be provided with information and connections in the job market, you know, recommendations about companies that are hiring or introductions to people working in their target field. Emotional support is equally important because job hunting can be quite stressful and discouraging. In Vietnam, practical help like proofreading application letters in English or practicing interview answers is particularly valuable. I think having a mentor or supportive network makes the whole process much smoother and more effective.",Helping Others,3.0,8.5
234.79.3,79.0,Should children help their parents with household chores?,"Yes, I strongly believe children should help with household chores from a young age. It teaches them responsibility, time management, and respect for the effort their parents put in every day. Simple tasks like washing dishes, sweeping the floor, or helping with cooking can build a strong work ethic and make them more independent later in life. In Vietnamese families, children who help at home often grow up to be more considerate and capable adults. Of course, the chores should be age-appropriate and not interfere with their studies. I think for children it’s one of the best ways to strengthen family bonds and prepare for adult life.",Helping Others,3.0,8.5
235.80.3,80.0,What kind of jobs are the most popular in your country?,"Well, in Vietnam, some of the most popular jobs currently are in the technology sector, such as software developers, programmers, and data analysts, especially among young people. Teaching (particularly English) and jobs in business, marketing, and finance are also highly sought after. Tourism and hospitality remain very popular due to the growing number of visitors, while manufacturing and engineering roles are common in industrial areas. In recent years, content creators and e-commerce-related jobs have become increasingly attractive to the younger generation. I think the popularity of jobs largely follows economic trends and future opportunities.",Future Career,3.0,8.0
236.80.3,80.0,Is salary the main reason why people choose a certain job?,"Actually, while salary is very important, it is not always the main reason. Many people, especially young graduates, also consider factors like job satisfaction, career growth, and work-life balance. In Vietnam, stability and social status still play a big role. For example, many families encourage their children to become doctors, teachers, or government officers because these jobs are seen as secure and respected. However, with the younger generation, passion and flexible working hours are becoming more significant. I reckon salary is a major factor, but it’s rarely the only one.",Future Career,3.0,8.0
237.80.3,80.0,What should people consider when choosing jobs?,"When choosing a job, people should consider several key factors. First, their personal interest and passion. Doing something you enjoy makes work much less stressful in the long run. They should also think about career prospects, salary, and work environment. Location is another important point, especially in Vietnam, where many prefer staying close to family in big cities rather than moving to industrial zones. Work-life balance, company culture, and opportunities for learning and development are increasingly valued by young people. I believe making a well-balanced decision after considering all these aspects leads to greater long-term happiness and success.",Future Career,3.0,8.0
238.80.3,80.0,Do people's ideal jobs change as they grow up?,"Yes, most people’s ideal jobs change significantly as they grow older. When children are young, they often dream of becoming famous singers, football players, or doctors because of the image and admiration associated with those professions. As teenagers, many become more practical and aim for jobs like engineers or businessmen due to family influence and social trends. By adulthood, especially after working for a few years, people tend to prioritize stability, work-life balance, and personal fulfillment over glamour or high status. In Vietnam, many people shift from wanting high-paying jobs in their 20s to seeking more meaningful or less stressful work in their 30s and 40s. I think this evolution is completely natural as life experiences and priorities change.",Future Career,3.0,8.0
239.81.3,81.0,"If there are a limited number of jobs available, who should be given priority, young people or older people with more experience?",Things are so different these days … a few years ago older employees would often take early retirement or go onto part-time contracts and there were always opportunities for younger people but now jobs are so scarce … I think younger people need to be given the chance whenever possible …,Work,3.0,7.0
240.81.3,81.0,What are some of the important things a candidate should find out before accepting a job?,Well  … you’d need to know about your area of responsibility … and your salary of course and then there are things like holiday entitlement … maternity or paternity leave … if you’re thinking of having children … and what the situation is regarding sick leave … that kind of thing …,Work,3.0,7.0
241.80.3,80.0,What are the advantages of having your own business rather than working for someone else?,Well … unfortunately being an employee at the moment is very stressful … people have very heavy workloads … they’re always under pressure to meet deadlines … running your own business isn’t easy … but I do think it would be far more satisfying …,Work,3.0,7.0
242.82.3,82.0,What kind of music do people like at different ages?,"There are, of course, clear differences in the types of music people enjoy at different stages of life. Older generations tend to enjoy traditional or folk music. In Vietnam, for instance, my grandparents like Cheo, Cai Luong, or Buddhist chants, which reflect long-standing cultural values and evoke a sense of nostalgia. Middle-aged people, like my parents, usually prefer sentimental ballads such as bolero or revolutionary songs, which have been familiar to them since childhood and early adulthood. Meanwhile, young people like me are drawn to modern genres; sometimes we enjoy energetic music like pop or EDM, and other times soft, relaxing songs depending on our mood. Overall, musical tastes are shaped by lifestyle, emotions, and cultural background.",Music,3.0,7.0
243.82.3,82.0,Do parents in your country require their children to learn and play musical instruments? ,"In my country, many parents encourage their children to learn and play musical instruments, but it is usually not strictly required. They see it as a way to awaken talent and develop dexterity, creativity, discipline, and patience. Playing a musical instrument can also improve concentration and cognitive skills, which is considered beneficial for a child’s overall development. Some parents hope their children might pursue music professionally, but for most, it is mainly aimed at entertainment, personal growth, and fostering a well-rounded education.",Music,3.0,7.0
244.82.3,82.0,What are the main differences between a live concert and an online concert? ,"A live concert and an online concert differ in several key ways. A live concert offers a unique atmosphere with direct interaction between the audience and performers, creating a sense of excitement and immersion that is hard to replicate online. People can feel the energy of the crowd, enjoy the acoustics of the venue, and experience spontaneous moments. On the other hand, online concerts provide convenience and accessibility, as people can watch from anywhere without traveling or dealing with ticket limitations. However, the emotional impact and communal experience are generally less intense compared to attending in person. Overall, both formats have their advantages, but the live experience is often considered more engaging and memorable.",Music,3.0,7.0
245.82.3,82.0,What factors influence a young person’s taste in music?,"The family environment plays an important role, as people often develop a liking for and become familiar with the types of music they are exposed to over a long period of time. In addition, trends, media, and technology also have a significant impact on young people’s musical tastes. With the explosion of social media, young people now have opportunities to access a wide variety of music, artists, and songs from around the world. Furthermore, personal experiences and emotions guide music choices, as individuals often select songs that reflect or enhance their mood. Overall, a person’s taste in music reflects their personality, yet most people listen to songs they find enjoyable and meaningful, regardless of the genre. ",Music,3.0,7.0
246.82.3,82.0,Why are many music competitions popular in Vietnam?,"Music competitions are very popular in Vietnam for several reasons. They provide a platform for aspiring singers and musicians to showcase their talent and gain public recognition. Popular shows like The Voice Vietnam, Vietnam Idol, and Hidden Voices,... attract large audiences because they are entertaining, featuring exciting performances, emotional stories, and judges critiques. Additionally, these competitions help discover new stars and promote the music industry by introducing fresh songs and styles to the public. Overall, music competitions are engaging, inspirational, and a major part of Vietnam’s entertainment culture.",Music,3.0,7.0
247.83.3,83.0,Do you think friendship is important nowadays?,"Yes, certainly! Without my friends I’d be very sad and lonely, but they cheer me up and help in every way possible… Of course, all relationships have their ups and downs, but we should definitely try not to lose touch with our friends.",Friends,3.0,7.0
248.83.3,83.0,What do you think is the best time to get new friends?,"Hmm… Probably, the best time to get new friends is your school and university years. You have many possibilities to get in touch with different people… And it is easier to find friends with similar interests…",Friends,3.0,7.0
249.83.3,83.0,Is it important to stay in touch with your friends throughout the years?,"Yes, it very important not to lose touch with your friends… Surely, everyone changes and even close friends can drift apart. But, in my opinion, friends are your second family and we should highly appreciate them.",Friends,3.0,7.0
250.84.3,84.0, Are the any occasions when reading at speed is a useful skill?,"Personally, if I’m reading something interesting, I don’t like reading too quickly because I feel
that I don’t properly absorb the information. However, it can be useful to skim through things
when you don’t really want to read them, or when you just need to find one particular piece of
information. For example, I read at speed when I'm checking a household bill or a letter from
the bank.",Reading,3.0,9.0
251.84.3,84.0,Are there any jobs where people need to read a lot? What are they?,"Well, researchers obviously need to read a lot, and I suppose that politicians, journalists and
other professionals who need to know about current affairs read a lot too. Having said that, I
think most workers read hundreds of emails every week. In my previous job, for example, I
had to check internal staff emails at least twice a day.",Reading,3.0,9.0
252.84.3,84.0,Do you think that reading novels is more interesting than reading factual books?Why is that?,"Both types of book can be equally interesting in my opinion. A good novel can transport you
to another world where the characters in the book become almost real. On the other hand,
factual books can give you fascinating insights into anything from psychology to ancient
history.",Reading,3.0,9.0
253.85.3,85.0,Do you think it's better to rent or to buy a place to live in?,"I think it’s better to buy your own home if you can afford to do that. Buying your own home is
a better investment in the long term, because you can sell the home and perhaps even make a
profit on it. The alternative is to pay rent to a landlord who can ask you to leave at any moment.",Home,3.0,9.0
254.85.3,85.0,"Do you agree that there is a right age for young adults to stop living with their
parents?","I’m not sure what the ‘right’ age would be, but I do agree with the principle that young adults
should try to live alone if they can. For some people, the right age is when they get their first
full-time jobs and can afford to pay rent, and for others it's when they start university and move
into a hall of residence with other students. This was what happened in my case; I moved out
of the family home at age 18 when I started university.",Home,3.0,9.0
255.86.3,86.0,Is it better to get advice from a friend or from a family member?,"I think it depends on the kind of advice that you need. Parents and grandparents probably have more life experience than a friend, and so you might get a wiser or more sensible answer from them. On the other hand, friends are less likely to become too worried if you go to them with a problem. For  example,  I  probably  wouldn’t  want  to  burden  my  parents with a financial problem.",Advice,3.0,9.0
256.86.3,86.0,What would you say are the characteristics of a good adviser?,"Well, firstly, a good adviser should be a good listener, someone who takes the time to understand the situation before offering advice. Secondly, an adviser should try to be objective, and avoid judging the person who is seeking help. Finally, I think the best advisers have the ability to ask the right questions and encourage others to find their own answers.",Advice,3.0,9.0
257.86.3,86.0,"Should people make their own work and career decisions, or is it a good idea to ask for advice about this?","I’d  say  that  it’s  a  mixture  of  both  things.  Most  of  us  talk  to  family,  friends,  teachers  or colleagues before we make career choices. However, I believe that the final decision should rest with the individual; we all need to take ultimate responsibility for the big life choices that we make.",Advice,3.0,9.0
258.87.3,87.0,Why do people give gifts in our society?,"I think people give gifts for many reasons. One of the main ones is to celebrate a significant event [Like what?], such as a anniversary or maybe a graduation. People also like to give gifts to show their appreciation to someone . I mean if someone has done a good job or helped someone in some way then they might be given a gift as a “thank you”",Gifts,3.0,9.0
259.87.3,87.0,Why do some people like to give hand-made gifts instead of purchasing them in a store?,I think it’s because something made by hand is more personal than something bought in a store . It shows that the person giving the gift cares about the person and is happy to put in some effort to make something nice for another person. It’s the thought that counts!,Gifts,3.0,9.0
260.87.3,87.0,What kind of educational gifts can be given to children?,"Hmmm, I’m not sure about that. Um, I think books are a good gift for children because they are a great way to learn about the world. Books can be about anything. Also, because many children now have a smartphone or internet-connected device, maybe some kind of educational apps would make a good gift.",Gifts,3.0,9.0
261.87.3,87.0,What are the differences between a new house and an old house?,"Okay, let me see. Well, houses that have been built more recently generally have more modern conveniences. They might have some time-saving appliances like dishwashers . Moreover, newer homes are often constructed in a better way. They often have better insulation, which means they are warmer and drier, and there occupants are more comfortable and healthier.",Houses and Homes,3.0,9.0
262.87.3,87.0,How are people wasting energy at home?,"People waste energy around the house in numerous ways. I think, in most cases, it’s just because it’s easier to do nothing and it doesn’t seem like a major problem at the time . For example, someone might leave the light on instead of switching it off when they leave the room. Another common lazy habit is leaving the tap running when someone is brushing their teeth.",Houses and Homes,3.0,9.0
263.87.3,87.0,How can solar heaters help to save energy?,"Do you mean something like solar panels on the roof of the house? …Okay, um, solar power is a great way to conserve power because instead of using electricity from the local grid people can simply use energy from the sun. This is especially important in countries where the power supply is not stable – I mean there are frequent power cuts.",Houses and Homes,3.0,9.0
264.88.3,88.0,Do people like to complain about the narrow roads in your country?,"For sure. People complain all the time. The roads, especially in the older parts of big cities are often extremely congested. But, in my opinion, people make the situation much worse by not following the traffic rules, which cause even more traffic jams. They think that they have the right to go through a red light or drive the wrong way down the road, which makes the situation worse for everyone. I don’t know why. I guess they must think they’re very important.",Roads,3.0,9.0
265.88.3,88.0,Do you think nowadays people are more attracted to cars than to other types of vehicles? Why?,"I think it’s true. In my country, the weather is often very hot and there is severe air pollution, so a car is way to kind of shelter yourself from the these things. Also, many people are very materialistic. By that I mean, cars are seen as a status symbol, so if you own a car you must be more successful or “better”",Roads,3.0,9.0
266.88.3,88.0,Can transportation affect the environment?,"Without doubt. In fact, cars – and other vehicles – are one of the main causes of air pollution, along with industry. Vehicles release a lot of harmful emissions, like carbon dioxide that poison the air and cause lots of health and other problems. Also, the standards for vehicles are quite low, so ones that cause a lot of pollution are allowed to be sold, even though they are banned in other countries.",Roads,3.0,9.0
267.89.3,89.0,Do you think academic education is more important than experience in the field?,"Um, I think they’re both important, but I’m not sure which one is the most essential. Obviously, academic qualifications provide basic knowledge which might be necessary to do a certain job. For example, a doctor definitely needs a medical degree. On the other hand, there is a difference between theory and practice and some things can only be learned by doing them.",Business,3.0,9.0
268.89.3,89.0,What skills are required to start a small business?,"Setting up a small business can be risky, and so you need a broad range of abilities. One of the most important is being well-organised. You have to be able to keep track of your company’s revenue and expenses and find ways to save and make money at the same time. Having a calm temperament/Being able to keep calm is also important. If you get too stressed, you might make some bad decisions and your business might fail because of them.",Business,3.0,9.0
269.89.3,89.0,What are the risks of running your own business?,"Of course, the biggest danger is that you’ll go bankrupt. I think much more than half of all new businesses go out of business in the first six months. If you invest too much in your business you might be personally liable, which could mean you would lose your house. Another one is the fear of failure. Many people don’t even take the chance to start a business because they’re worried about failing and being embarrassed.",Business,3.0,9.0
270.90.3,90.0,What are the advantages and disadvantages of online shopping,"I think buying things over the internet has a few benefits over buying things in a physical store. One of the biggest is that you can compare different products and read some reviews about them from customers who have already bought them. Then, of course, there is the convenience factor. People can buy almost anything they want while sitting on the couch in their underwear.",Online shopping,3.0,9.0
